[00:54:43] [INIT] KubeJS 2001.6.5-build.16; MC 2001 forge
[00:54:43] [INIT] Loaded plugins:
[00:54:43] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgePlugin
[00:54:43] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgeClientPlugin
[00:54:43] [INIT] - dev.latvian.mods.kubejs.integration.forge.gamestages.GameStagesIntegration
[00:54:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbquests.kubejs.KubeJSIntegration
[00:54:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbteams.kubejs.FTBTeamsKubeJSPlugin
[00:54:44] [INFO] example.js#5: Hello, World! (Loaded server scripts)
[00:54:44] [INFO] Loaded script server_scripts:example.js in 0.003 s
[00:54:44] [INFO] Loaded script server_scripts:start.js in 0.001 s
[00:54:44] [INFO] Loaded 2/2 KubeJS server scripts in 0.007 s with 0 errors and 0 warnings
[00:54:48] [WARN] Error parsing recipe twilightforest:bosses/lich[cagedmobs:entity_data]: {"type":"cagedmobs:entity_data","conditions":[{"type":"forge:mod_loaded","modid":"twilightforest"}],"entity":"twilightforest:lich","samplerTier":3,"environments":["forest"],"growTicks":2400,"results":[{"chance":0.4,"output":{"item":"minecraft:ender_pearl"},"minAmount":1,"maxAmount":1},{"chance":0.5,"output":{"item":"minecraft:bone"},"minAmount":1,"maxAmount":3},{"chance":0.01,"output":{"item":"twilightforest:zombie_scepter"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.01,"output":{"item":"twilightforest:lifedrain_scepter"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.01,"output":{"item":"twilightforest:twilight_scepter"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.01,"output":{"item":"twilightforest:shield_scepter"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.05,"output":{"item":"minecraft:golden_sword"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.05,"output":{"item":"minecraft:golden_helmet"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.05,"output":{"item":"minecraft:golden_chestplate"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.05,"output":{"item":"minecraft:golden_leggings"},"randomDurability":true,"minAmount":1,"maxAmount":1},{"chance":0.05,"output":{"item":"minecraft:golden_boots"},"randomDurability":true,"minAmount":1,"maxAmount":1}]}: Unknown item 'twilightforest:shield_scepter'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/biomesoplenty/cherry_wood[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"biomesoplenty"}],"ingredients":[{"item":"biomesoplenty:cherry_wood"}],"processingTime":50,"results":[{"item":"biomesoplenty:stripped_cherry_wood"}]}: Unknown item 'biomesoplenty:cherry_wood'
[00:54:48] [WARN] Error parsing recipe delightful:food/kettle/matcha_latte[farmersrespite:brewing]: {"type":"farmersrespite:brewing","container":{"item":"farmersdelight:milk_bottle"},"cookingtime":2400,"experience":0.35,"ingredients":[{"item":"delightful:matcha"},{"item":"minecraft:honey_bottle"}],"needwater":true,"recipe_book_tab":"drinks","result":{"item":"delightful:matcha_latte"}}: No base fluid for brewing recipe
[00:54:48] [WARN] Error parsing recipe create:fr/tea[farmersrespite:brewing]: {"type":"farmersrespite:brewing","container":{"item":"farmersdelight:milk_bottle"},"cookingtime":2400,"experience":0.35,"ingredients":[{"tag":"forge:tea_leaves"},{"tag":"minecraft:leaves"}],"needwater":true,"recipe_book_tab":"drinks","result":{"item":"create:builders_tea"}}: No base fluid for brewing recipe
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/blue_skies/cherry_wood[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"blue_skies"}],"ingredients":[{"item":"blue_skies:cherry_wood"}],"processingTime":50,"results":[{"item":"blue_skies:stripped_cherry_wood"}]}: Unknown item 'blue_skies:cherry_wood'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/biomesoplenty/stripped_cherry_wood[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"biomesoplenty"}],"ingredients":[{"item":"biomesoplenty:stripped_cherry_wood"}],"processingTime":50,"results":[{"count":6,"item":"biomesoplenty:cherry_planks"}]}: Unknown item 'biomesoplenty:stripped_cherry_wood'
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/chipped_anvil_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"minecraft:chipped_anvil"},"count":1,"cost":7,"pattern":["011"," 1 ","111"],"key":{"0":{"item":"minecraft:iron_block"},"1":{"item":"minecraft:iron_ingot"}}}: Missing input, expected to find a JsonObject
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/biomesoplenty/stripped_cherry_log[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"biomesoplenty"}],"ingredients":[{"item":"biomesoplenty:stripped_cherry_log"}],"processingTime":50,"results":[{"count":6,"item":"biomesoplenty:cherry_planks"}]}: Unknown item 'biomesoplenty:stripped_cherry_log'
[00:54:48] [WARN] Error parsing recipe minecraft:f_21[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","category":"misc","pattern":["0","1","2"],"key":{"0":{"item":"rtdd:waste_stone"},"1":{"item":"minecraft:iron_ingot"},"2":{"item":"minecraft:leather"}},"result":{"item":"rtdd:deleted_mod_element","count":1}}: Unknown item 'rtdd:deleted_mod_element'
[00:54:48] [WARN] Error parsing recipe vintagedelight:fermenting/frost_fermenta[vintagedelight:fermenting]: {"type":"vintagedelight:fermenting","ingredients":[{"item":"vintagedelight:ghost_pepper_seeds"},{"item":"minecraft:rotten_tomato"},{"item":"farmersdelight:milk_bottle"},{"item":"minecraft:snowball"},{"item":"minecraft:kelp"}],"output":{"item":"minecraft:potion","count":1,"nbt":"{Potion:\"minecraft:water\",CustomPotionEffects:[{Id:12,Amplifier:0,Duration:3600},{Id:2,Amplifier:0,Duration:3600}],CustomPotionColor:3937500,display:{Name:'{\"text\":\"Frost Fermenta\",\"italic\":false}'}}"},"processingTime":600}: Unknown item 'minecraft:rotten_tomato'
[00:54:48] [WARN] Error parsing recipe minecraft:f_67[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","category":"misc","pattern":["012"],"key":{"0":{"item":"minecraft:brick"},"1":{"item":"minecraft:cauldron"},"2":{"item":"minecraft:brick"}},"result":{"item":"rtdd:deleted_mod_element","count":1}}: Unknown item 'rtdd:deleted_mod_element'
[00:54:48] [WARN] Error parsing recipe minecraft:f_30[minecraft:crafting_shaped]: {"type":"minecraft:crafting_shaped","category":"misc","pattern":["012"],"key":{"0":{"item":"minecraft:brick"},"1":{"item":"minecraft:cauldron"},"2":{"item":"minecraft:brick"}},"result":{"item":"rtdd:deleted_mod_element","count":1}}: Unknown item 'rtdd:deleted_mod_element'
[00:54:48] [WARN] Error parsing recipe farmersdelight:kjs/94v2x26kt2hvkvtmsgoyfgbgi[farmersdelight:cooking]: {"type":"farmersdelight:cooking","container":{"item":"minecraft:bowl"},"cookingtime":200,"experience":1,"ingredients":[{"item":"vintagedelight:salt_dust"},{"item":"pamhc2trees:lemonitem"},{"item":"pamhc2trees:lemonitem"},{"tag":"forge:eggs"}],"recipe_book_tab":"meals","result":{"item":"youkaishomecoming:avgolemono"}}: Unknown item 'youkaishomecoming:avgolemono'
[00:54:48] [WARN] Error parsing recipe farmersdelight:kjs/5fudo84ygef808ze84q6r2ngj[farmersdelight:cooking]: {"type":"farmersdelight:cooking","container":{"item":"minecraft:bowl"},"cookingtime":200,"experience":1,"ingredients":[{"item":"farmersdelight:ham"},{"item":"youkaishomecoming:soy_sauce_bottle"},{"tag":"forge:eggs"}],"recipe_book_tab":"meals","result":{"item":"brewery:pork_knuckle"}}: Unknown item 'youkaishomecoming:soy_sauce_bottle'
[00:54:48] [INFO] Added 18 recipes, removed 26 recipes, modified 2 recipes, with 30 failed recipes in 79.47 ms
