1, none, betterend:amber_land, MONSTER, minecraft:enderman, 5, 1, 4
13637, none, betterend:glowing_grasslands, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
13638, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
13639, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
13640, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
13641, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
13642, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
13643, none, betterend:glowing_grasslands, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
13644, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
13645, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
13646, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
13647, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
13648, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
13649, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
13650, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
13651, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
13652, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
13653, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
13654, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
13655, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
13656, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
13657, none, betterend:glowing_grasslands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
13658, none, betterend:glowing_grasslands, CREATURE, alexsmobs:endergrade, 10, 2, 6
13659, none, betterend:glowing_grasslands, CREATURE, alexsmobs:spectre, 10, 1, 2
13660, none, betterend:glowing_grasslands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
13661, none, betterend:glowing_grasslands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
13662, none, betterend:glowing_grasslands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
13663, none, betterend:glowing_grasslands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
13664, none, betterend:glowing_grasslands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
13665, none, betterend:glowing_grasslands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
13666, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:spider, 30, 2, 4
13667, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie, 40, 2, 3
13668, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:zombie_villager, 10, 1, 1
13669, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:skeleton, 40, 2, 4
13670, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:creeper, 30, 2, 4
13671, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:slime, 30, 2, 4
13672, none, biomesoplenty:glowing_grotto, MONSTER, minecraft:witch, 5, 1, 1
13673, none, biomesoplenty:glowing_grotto, MONSTER, monsterplus:abyssologer, 10, 1, 1
13674, none, biomesoplenty:glowing_grotto, MONSTER, player_mobs:player_mob, 20, 2, 4
13675, none, biomesoplenty:glowing_grotto, MONSTER, alexsmobs:farseer, 10, 1, 1
13676, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
13677, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
13678, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
13679, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
13680, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
13681, none, biomesoplenty:glowing_grotto, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
13682, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
13683, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
13684, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
13685, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
13686, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
13687, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
13688, none, biomesoplenty:glowing_grotto, MONSTER, hmag:dyssomnia, 10, 1, 1
13689, none, biomesoplenty:glowing_grotto, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
13690, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
13691, none, biomesoplenty:glowing_grotto, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
13692, none, biomesoplenty:glowing_grotto, MONSTER, hmag:melty_monster, 18, 1, 3
13693, none, biomesoplenty:glowing_grotto, MONSTER, hmag:ghost, 15, 1, 2
13694, none, biomesoplenty:glowing_grotto, MONSTER, hmag:kobold, 20, 1, 2
13695, none, biomesoplenty:glowing_grotto, MONSTER, hmag:lich, 10, 1, 1
13696, none, biomesoplenty:glowing_grotto, MONSTER, hmag:ogre, 10, 1, 1
13697, none, biomesoplenty:glowing_grotto, MONSTER, hmag:spider_nest, 10, 1, 2
13698, none, biomesoplenty:glowing_grotto, MONSTER, hmag:necrotic_reaper, 10, 1, 2
13699, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
13700, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
13701, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
13702, none, biomesoplenty:glowing_grotto, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
13703, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
13704, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
13705, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
13706, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
13707, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
13708, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
13709, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
13710, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
13711, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
13712, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
13713, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
13714, none, biomesoplenty:glowing_grotto, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
13715, none, biomesoplenty:glowing_grotto, CREATURE, exoticbirds:pigeon, 12, 2, 3
13716, none, biomesoplenty:glowing_grotto, CREATURE, alexsmobs:mungus, 10, 2, 4
13717, none, biomesoplenty:glowing_grotto, CREATURE, alexsmobs:bunfungus, 10, 1, 1
13718, none, biomesoplenty:glowing_grotto, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
13719, none, biomesoplenty:glowing_grotto, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
13720, none, biomesoplenty:glowing_grotto, AMBIENT, minecraft:bat, 10, 2, 4
13721, none, biomesoplenty:glowing_grotto, AMBIENT, alexsmobs:fly, 10, 2, 3
13722, none, biomesoplenty:glowing_grotto, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 10, 1, 2
13723, none, biomesoplenty:glowing_grotto, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
13724, none, biomesoplenty:glowing_grotto, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
13725, none, biomesoplenty:glowing_grotto, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
13726, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
13727, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
13728, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
13729, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13730, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13731, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13732, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13733, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
13734, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13735, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
13736, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
13737, none, biomesoplenty:glowing_grotto, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13738, none, wythers:granite_canyon, MONSTER, minecraft:spider, 30, 2, 4
13739, none, wythers:granite_canyon, MONSTER, minecraft:zombie, 40, 2, 3
13740, none, wythers:granite_canyon, MONSTER, minecraft:zombie_villager, 10, 1, 1
13741, none, wythers:granite_canyon, MONSTER, minecraft:skeleton, 40, 2, 4
13742, none, wythers:granite_canyon, MONSTER, minecraft:creeper, 30, 2, 4
13743, none, wythers:granite_canyon, MONSTER, minecraft:slime, 30, 2, 4
13744, none, wythers:granite_canyon, MONSTER, minecraft:enderman, 5, 1, 2
13745, none, wythers:granite_canyon, MONSTER, minecraft:witch, 5, 1, 1
13746, none, wythers:granite_canyon, MONSTER, monsterplus:abyssologer, 10, 1, 1
13747, none, wythers:granite_canyon, MONSTER, grimoireofgaia:arachne, 20, 1, 2
13748, none, wythers:granite_canyon, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
13749, none, wythers:granite_canyon, MONSTER, grimoireofgaia:creep, 20, 2, 3
13750, none, wythers:granite_canyon, MONSTER, grimoireofgaia:deathword, 30, 1, 2
13751, none, wythers:granite_canyon, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
13752, none, wythers:granite_canyon, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
13753, none, wythers:granite_canyon, MONSTER, grimoireofgaia:mimic, 30, 1, 1
13754, none, wythers:granite_canyon, MONSTER, grimoireofgaia:banshee, 30, 2, 4
13755, none, wythers:granite_canyon, MONSTER, grimoireofgaia:dullahan, 30, 2, 4
13756, none, wythers:granite_canyon, MONSTER, grimoireofgaia:dwarf, 30, 2, 4
13757, none, wythers:granite_canyon, MONSTER, grimoireofgaia:gryphon, 30, 1, 2
13758, none, wythers:granite_canyon, MONSTER, grimoireofgaia:valkyrie, 10, 1, 2
13759, none, wythers:granite_canyon, MONSTER, player_mobs:player_mob, 20, 2, 4
13760, none, wythers:granite_canyon, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13761, none, wythers:granite_canyon, MONSTER, alexsmobs:farseer, 10, 1, 1
13762, none, wythers:granite_canyon, MONSTER, alexsmobs:murmur, 10, 1, 1
13763, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
13764, none, wythers:granite_canyon, MONSTER, hmag:banshee, 20, 1, 2
13765, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
13766, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
13767, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
13768, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
13769, none, wythers:granite_canyon, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
13770, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
13771, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
13772, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
13773, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
13774, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
13775, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
13776, none, wythers:granite_canyon, MONSTER, hmag:dullahan, 15, 1, 2
13777, none, wythers:granite_canyon, MONSTER, hmag:dyssomnia, 10, 1, 1
13778, none, wythers:granite_canyon, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
13779, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
13780, none, wythers:granite_canyon, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
13781, none, wythers:granite_canyon, MONSTER, hmag:melty_monster, 18, 1, 3
13782, none, wythers:granite_canyon, MONSTER, hmag:ghost, 15, 1, 2
13783, none, wythers:granite_canyon, MONSTER, hmag:kobold, 20, 1, 2
13784, none, wythers:granite_canyon, MONSTER, hmag:lich, 10, 1, 1
13785, none, wythers:granite_canyon, MONSTER, hmag:ogre, 10, 1, 1
13786, none, wythers:granite_canyon, MONSTER, hmag:spider_nest, 10, 1, 2
13787, none, wythers:granite_canyon, MONSTER, hmag:necrotic_reaper, 10, 1, 2
13788, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
13789, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
13790, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
13791, none, wythers:granite_canyon, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
13792, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
13793, none, wythers:granite_canyon, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
13794, none, wythers:granite_canyon, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
13795, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
13796, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
13797, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
13798, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
13799, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
13800, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
13801, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
13802, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
13803, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
13804, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
13805, none, wythers:granite_canyon, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
13806, none, wythers:granite_canyon, CREATURE, exoticbirds:pigeon, 12, 2, 3
13807, none, wythers:granite_canyon, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
13808, none, wythers:granite_canyon, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
13809, none, wythers:granite_canyon, AMBIENT, minecraft:bat, 10, 2, 4
13810, none, wythers:granite_canyon, AMBIENT, alexsmobs:fly, 10, 2, 3
13811, none, wythers:granite_canyon, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
13812, none, wythers:granite_canyon, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
13813, none, wythers:granite_canyon, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
13814, none, wythers:granite_canyon, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
13815, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
13816, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13817, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13818, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13819, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13820, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
13821, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13822, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
13823, none, wythers:granite_canyon, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13824, plains, biomesoplenty:grassland, MONSTER, monsterplus:abyssologer, 10, 1, 1
13825, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:arachne, 20, 1, 2
13826, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
13827, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:creep, 20, 2, 3
13828, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:deathword, 30, 1, 2
13829, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
13830, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
13831, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:mimic, 30, 1, 1
13832, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:centaur, 20, 1, 2
13833, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:harpy, 20, 1, 2
13834, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:minotaur, 10, 1, 1
13835, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:minotaurus, 20, 1, 2
13836, plains, biomesoplenty:grassland, MONSTER, grimoireofgaia:satyress, 20, 2, 4
13837, plains, biomesoplenty:grassland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
13838, plains, biomesoplenty:grassland, MONSTER, alexsmobs:farseer, 10, 1, 1
13839, plains, biomesoplenty:grassland, MONSTER, alexsmobs:murmur, 10, 1, 1
13840, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
13841, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
13842, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
13843, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
13844, plains, biomesoplenty:grassland, MONSTER, hmag:catoblepas, 20, 1, 2
13845, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
13846, plains, biomesoplenty:grassland, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
13847, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
13848, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
13849, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
13850, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
13851, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
13852, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
13853, plains, biomesoplenty:grassland, MONSTER, hmag:dyssomnia, 10, 1, 1
13854, plains, biomesoplenty:grassland, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
13855, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
13856, plains, biomesoplenty:grassland, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
13857, plains, biomesoplenty:grassland, MONSTER, hmag:harpy, 20, 1, 2
13858, plains, biomesoplenty:grassland, MONSTER, hmag:melty_monster, 18, 1, 3
13859, plains, biomesoplenty:grassland, MONSTER, hmag:ghost, 15, 1, 2
13860, plains, biomesoplenty:grassland, MONSTER, hmag:kobold, 20, 1, 2
13861, plains, biomesoplenty:grassland, MONSTER, hmag:lich, 10, 1, 1
13862, plains, biomesoplenty:grassland, MONSTER, hmag:ogre, 10, 1, 1
13863, plains, biomesoplenty:grassland, MONSTER, hmag:spider_nest, 10, 1, 2
13864, plains, biomesoplenty:grassland, MONSTER, hmag:necrotic_reaper, 10, 1, 2
13865, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
13866, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
13867, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
13868, plains, biomesoplenty:grassland, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
13869, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
13870, plains, biomesoplenty:grassland, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
13871, plains, biomesoplenty:grassland, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
13872, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
13873, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
13874, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
13875, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
13876, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
13877, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
13878, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
13879, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
13880, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
13881, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
13882, plains, biomesoplenty:grassland, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
13883, plains, biomesoplenty:grassland, CREATURE, exoticbirds:hummingbird, 20, 2, 3
13884, plains, biomesoplenty:grassland, CREATURE, exoticbirds:peafowl, 10, 2, 3
13885, plains, biomesoplenty:grassland, CREATURE, exoticbirds:pigeon, 12, 2, 3
13886, plains, biomesoplenty:grassland, CREATURE, alexsmobs:raccoon, 10, 2, 4
13887, plains, biomesoplenty:grassland, CREATURE, alexsmobs:crow, 10, 2, 4
13888, plains, biomesoplenty:grassland, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
13889, plains, biomesoplenty:grassland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
13890, plains, biomesoplenty:grassland, AMBIENT, alexsmobs:fly, 10, 2, 3
13891, plains, biomesoplenty:grassland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
13892, plains, biomesoplenty:grassland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
13893, plains, biomesoplenty:grassland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
13894, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
13895, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
13896, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
13897, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
13898, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
13899, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
13900, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
13901, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
13902, plains, biomesoplenty:grassland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
13903, beach, wythers:gravelly_beach, MONSTER, minecraft:spider, 30, 2, 4
13904, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie, 40, 2, 3
13905, beach, wythers:gravelly_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
13906, beach, wythers:gravelly_beach, MONSTER, minecraft:skeleton, 40, 2, 4
13907, beach, wythers:gravelly_beach, MONSTER, minecraft:slime, 30, 2, 4
13908, beach, wythers:gravelly_beach, MONSTER, minecraft:enderman, 5, 1, 2
13909, beach, wythers:gravelly_beach, MONSTER, minecraft:witch, 5, 1, 1
13910, beach, wythers:gravelly_beach, MONSTER, minecraft:drowned, 30, 1, 1
13911, beach, wythers:gravelly_beach, MONSTER, monsterplus:abyssologer, 10, 1, 1
13912, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:arachne, 20, 1, 2
13913, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
13914, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:cecaelia, 30, 2, 4
13915, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:creep, 20, 2, 3
13916, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:deathword, 30, 1, 2
13917, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
13918, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
13919, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:mermaid, 30, 2, 4
13920, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:mimic, 30, 1, 1
13921, beach, wythers:gravelly_beach, MONSTER, player_mobs:player_mob, 20, 2, 4
13922, beach, wythers:gravelly_beach, MONSTER, grimoireofgaia:sharko, 30, 2, 4
