1, none, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
14011, river, minecraft:frozen_river, MONSTER, grimoireofgaia:cecaelia, 30, 2, 4
14012, river, minecraft:frozen_river, MONSTER, grimoireofgaia:mermaid, 30, 2, 4
14013, river, minecraft:frozen_river, MONSTER, grimoireofgaia:sharko, 30, 2, 4
14014, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
14015, river, minecraft:frozen_river, MONSTER, alexsmobs:farseer, 5, 1, 1
14016, river, minecraft:frozen_river, MONSTER, alexsmobs:murmur, 10, 1, 1
14017, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14018, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14019, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14020, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14021, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14022, river, minecraft:frozen_river, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14023, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14024, river, minecraft:frozen_river, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14025, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14026, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14027, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14028, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14029, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14030, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14031, river, minecraft:frozen_river, MONSTER, hmag:dyssomnia, 10, 1, 1
14032, river, minecraft:frozen_river, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14033, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14034, river, minecraft:frozen_river, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14035, river, minecraft:frozen_river, MONSTER, hmag:melty_monster, 18, 1, 3
14036, river, minecraft:frozen_river, MONSTER, hmag:ghost, 15, 1, 2
14037, river, minecraft:frozen_river, MONSTER, hmag:kobold, 20, 1, 2
14038, river, minecraft:frozen_river, MONSTER, hmag:lich, 10, 1, 1
14039, river, minecraft:frozen_river, MONSTER, hmag:ogre, 10, 1, 1
14040, river, minecraft:frozen_river, MONSTER, hmag:spider_nest, 10, 1, 2
14041, river, minecraft:frozen_river, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14042, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14043, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14044, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14045, river, minecraft:frozen_river, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14046, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14047, river, minecraft:frozen_river, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
14048, river, minecraft:frozen_river, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
14049, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14050, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14051, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14052, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14053, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14054, river, minecraft:frozen_river, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 2
14055, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14056, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14057, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14058, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14059, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14060, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14061, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14062, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14063, river, minecraft:frozen_river, CREATURE, exoticbirds:duck, 10, 2, 3
14064, river, minecraft:frozen_river, CREATURE, exoticbirds:flamingo, 10, 2, 3
14065, river, minecraft:frozen_river, CREATURE, exoticbirds:gull, 12, 2, 3
14066, river, minecraft:frozen_river, CREATURE, exoticbirds:heron, 10, 2, 3
14067, river, minecraft:frozen_river, CREATURE, exoticbirds:hummingbird, 20, 2, 3
14068, river, minecraft:frozen_river, CREATURE, exoticbirds:kingfisher, 10, 2, 3
14069, river, minecraft:frozen_river, CREATURE, exoticbirds:pelican, 10, 2, 3
14070, river, minecraft:frozen_river, CREATURE, exoticbirds:penguin, 10, 2, 3
14071, river, minecraft:frozen_river, CREATURE, exoticbirds:pigeon, 12, 2, 3
14072, river, minecraft:frozen_river, CREATURE, exoticbirds:swan, 10, 2, 3
14073, river, minecraft:frozen_river, CREATURE, alexsmobs:snow_leopard, 10, 1, 2
14074, river, minecraft:frozen_river, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14075, river, minecraft:frozen_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14076, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 2, 4
14077, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
14078, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14079, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 2
14080, river, minecraft:frozen_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14081, river, minecraft:frozen_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14082, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
14083, river, minecraft:frozen_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14084, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14085, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14086, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14087, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
14088, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14089, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
14090, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
14091, river, minecraft:frozen_river, zombie, rotted:marine, 15, 1, 1
14092, river, minecraft:frozen_river, zombie, rotted:doctor, 10, 1, 1
14093, river, minecraft:frozen_river, zombie, rotted:farmer, 20, 1, 2
14094, river, minecraft:frozen_river, zombie, rotted:miner, 20, 1, 2
14095, river, minecraft:frozen_river, zombie, rotted:adventurer, 25, 1, 2
14096, river, minecraft:frozen_river, zombie, rotted:flusk, 15, 1, 1
14097, river, minecraft:frozen_river, zombie, rotted:shielder, 15, 1, 2
14098, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:spider, 30, 2, 4
14099, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie, 40, 2, 3
14100, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
14101, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:skeleton, 40, 2, 4
14102, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:slime, 30, 2, 4
14103, jungle, biomesoplenty:fungal_jungle, MONSTER, minecraft:witch, 5, 1, 1
14104, jungle, biomesoplenty:fungal_jungle, MONSTER, monsterplus:abyssologer, 10, 1, 1
14105, jungle, biomesoplenty:fungal_jungle, MONSTER, grimoireofgaia:cobble_golem, 30, 2, 4
14106, jungle, biomesoplenty:fungal_jungle, MONSTER, grimoireofgaia:cobblestone_golem, 30, 2, 4
14107, jungle, biomesoplenty:fungal_jungle, MONSTER, grimoireofgaia:hunter, 30, 2, 4
14108, jungle, biomesoplenty:fungal_jungle, MONSTER, player_mobs:player_mob, 20, 2, 4
14109, jungle, biomesoplenty:fungal_jungle, MONSTER, grimoireofgaia:shaman, 40, 2, 4
14110, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:alraune, 15, 1, 2
14111, jungle, biomesoplenty:fungal_jungle, MONSTER, alexsmobs:farseer, 5, 1, 1
14112, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14113, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14114, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14115, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14116, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14117, jungle, biomesoplenty:fungal_jungle, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
14118, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14119, jungle, biomesoplenty:fungal_jungle, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14120, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14121, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14122, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14123, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14124, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:dogu, 10, 1, 1
14125, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14126, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14127, jungle, biomesoplenty:fungal_jungle, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14128, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14129, jungle, biomesoplenty:fungal_jungle, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14130, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:melty_monster, 18, 1, 3
14131, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:ghost, 15, 1, 2
14132, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:kobold, 20, 1, 2
14133, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:lich, 10, 1, 1
14134, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:ogre, 10, 1, 1
14135, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:spider_nest, 10, 1, 2
14136, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14137, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14138, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14139, jungle, biomesoplenty:fungal_jungle, MONSTER, monsterplus:overgrown_skeleton, 30, 1, 3
14140, jungle, biomesoplenty:fungal_jungle, MONSTER, monsterplus:overgrown_skeleton, 20, 2, 4
14141, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14142, jungle, biomesoplenty:fungal_jungle, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14143, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14144, jungle, biomesoplenty:fungal_jungle, MONSTER, hmag:savagefang, 15, 6, 8
14145, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14146, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14147, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14148, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14149, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14150, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14151, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14152, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14153, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14154, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14155, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14156, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14157, jungle, biomesoplenty:fungal_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14158, jungle, biomesoplenty:fungal_jungle, CREATURE, minecraft:frog, 10, 2, 3
14159, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:budgerigar, 10, 2, 3
14160, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:cassowary, 10, 2, 3
14161, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:cockatoo, 10, 2, 3
14162, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
14163, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:hummingbird, 20, 2, 3
14164, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:kiwi, 10, 2, 3
14165, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:lyrebird, 10, 2, 3
14166, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:macaw, 10, 2, 3
14167, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:peafowl, 10, 2, 3
14168, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:pelican, 10, 2, 3
14169, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:pigeon, 12, 2, 3
14170, jungle, biomesoplenty:fungal_jungle, CREATURE, exoticbirds:toucan, 10, 2, 3
14171, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:hummingbird, 10, 7, 7
14172, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:gorilla, 12, 7, 7
14173, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:komodo_dragon, 10, 1, 2
14174, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:capuchin_monkey, 14, 9, 12
14175, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:mungus, 10, 2, 4
14176, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:toucan, 11, 5, 5
14177, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:anteater, 10, 1, 3
14178, jungle, biomesoplenty:fungal_jungle, CREATURE, alexsmobs:bunfungus, 10, 1, 1
14179, jungle, biomesoplenty:fungal_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
14180, jungle, biomesoplenty:fungal_jungle, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14181, jungle, biomesoplenty:fungal_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14182, jungle, biomesoplenty:fungal_jungle, AMBIENT, minecraft:bat, 10, 2, 4
14183, jungle, biomesoplenty:fungal_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
14184, jungle, biomesoplenty:fungal_jungle, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 10, 1, 2
14185, jungle, biomesoplenty:fungal_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14186, jungle, biomesoplenty:fungal_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14187, jungle, biomesoplenty:fungal_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14188, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14189, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
14190, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
14191, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 3
14192, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
14193, jungle, biomesoplenty:fungal_jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
14194, jungle, biomesoplenty:fungal_jungle, zombie, rotted:marine, 15, 1, 1
14195, jungle, biomesoplenty:fungal_jungle, zombie, rotted:doctor, 10, 1, 1
14196, jungle, biomesoplenty:fungal_jungle, zombie, rotted:farmer, 20, 1, 2
14197, jungle, biomesoplenty:fungal_jungle, zombie, rotted:miner, 20, 1, 2
14198, jungle, biomesoplenty:fungal_jungle, zombie, rotted:adventurer, 25, 1, 2
14199, jungle, biomesoplenty:fungal_jungle, zombie, rotted:flusk, 15, 1, 1
14200, jungle, biomesoplenty:fungal_jungle, zombie, rotted:shielder, 15, 1, 2
14201, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:spider, 30, 2, 4
14202, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:zombie, 40, 2, 3
14203, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
14204, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:skeleton, 40, 2, 4
14205, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:creeper, 30, 2, 4
14206, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:slime, 30, 2, 4
14207, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
14208, none, wythers:fungous_dripstone_caves, MONSTER, minecraft:drowned, 30, 2, 4
14209, none, wythers:fungous_dripstone_caves, MONSTER, monsterplus:abyssologer, 10, 1, 1
14210, none, wythers:fungous_dripstone_caves, MONSTER, player_mobs:player_mob, 20, 2, 4
14211, none, wythers:fungous_dripstone_caves, MONSTER, alexsmobs:farseer, 5, 1, 1
14212, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
14213, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
14214, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
14215, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
14216, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
14217, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
14218, none, wythers:fungous_dripstone_caves, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
14219, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
14220, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
14221, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
14222, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
14223, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
14224, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
14225, none, wythers:fungous_dripstone_caves, MONSTER, hmag:dyssomnia, 10, 1, 1
14226, none, wythers:fungous_dripstone_caves, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
14227, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
14228, none, wythers:fungous_dripstone_caves, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
14229, none, wythers:fungous_dripstone_caves, MONSTER, hmag:melty_monster, 18, 1, 3
14230, none, wythers:fungous_dripstone_caves, MONSTER, hmag:ghost, 15, 1, 2
14231, none, wythers:fungous_dripstone_caves, MONSTER, hmag:kobold, 20, 1, 2
14232, none, wythers:fungous_dripstone_caves, MONSTER, hmag:lich, 10, 1, 1
14233, none, wythers:fungous_dripstone_caves, MONSTER, hmag:ogre, 10, 1, 1
14234, none, wythers:fungous_dripstone_caves, MONSTER, hmag:spider_nest, 10, 1, 2
14235, none, wythers:fungous_dripstone_caves, MONSTER, hmag:necrotic_reaper, 10, 1, 2
14236, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
14237, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
14238, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
14239, none, wythers:fungous_dripstone_caves, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
14240, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
14241, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
14242, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
14243, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
14244, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
14245, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
14246, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
14247, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
14248, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
14249, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
14250, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
14251, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
14252, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
14253, none, wythers:fungous_dripstone_caves, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
14254, none, wythers:fungous_dripstone_caves, CREATURE, exoticbirds:pigeon, 12, 2, 3
14255, none, wythers:fungous_dripstone_caves, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
14256, none, wythers:fungous_dripstone_caves, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
14257, none, wythers:fungous_dripstone_caves, AMBIENT, minecraft:bat, 10, 2, 4
14258, none, wythers:fungous_dripstone_caves, AMBIENT, alexsmobs:fly, 10, 2, 3
14259, none, wythers:fungous_dripstone_caves, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 10, 1, 2
14260, none, wythers:fungous_dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
14261, none, wythers:fungous_dripstone_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
14262, none, wythers:fungous_dripstone_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
14263, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
14264, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
14265, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
14266, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
14267, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
14268, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
14269, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
14270, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
14271, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
14272, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
14273, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
14274, none, wythers:fungous_dripstone_caves, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
14275, none, wythers:fungous_dripstone_caves, zombie, rotted:marine, 15, 1, 1
14276, none, wythers:fungous_dripstone_caves, zombie, rotted:doctor, 10, 1, 1
14277, none, wythers:fungous_dripstone_caves, zombie, rotted:farmer, 20, 1, 2
14278, none, wythers:fungous_dripstone_caves, zombie, rotted:miner, 20, 1, 2
14279, none, wythers:fungous_dripstone_caves, zombie, rotted:adventurer, 25, 1, 2
14280, none, wythers:fungous_dripstone_caves, zombie, rotted:flusk, 15, 1, 1
14281, none, wythers:fungous_dripstone_caves, zombie, rotted:shielder, 15, 1, 2
14282, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:spider, 30, 2, 4
14283, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:zombie, 40, 2, 3
14284, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
14285, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:skeleton, 40, 2, 4
14286, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:slime, 30, 2, 4
14287, savanna, wythers:giant_sequoia_forest, MONSTER, minecraft:witch, 5, 1, 1
14288, savanna, wythers:giant_sequoia_forest, MONSTER, monsterplus:abyssologer, 10, 1, 1
14289, savanna, wythers:giant_sequoia_forest, MONSTER, grimoireofgaia:arachne, 20, 1, 2
